FileKey,ImageSource,OriginalImagePath,SuperResolutionImagePath,Multiplier,scale-invariant-feature-transform_similarity_interpretation,scale-invariant-feature-transform_num_keypoints1,scale-invariant-feature-transform_num_keypoints2,scale-invariant-feature-transform_num_good_matches,scale-invariant-feature-transform_match_ratio,scale-invariant-feature-transform_avg_distance,multi-scale-structural-similarity-index_ms_ssim,multi-scale-structural-similarity-index_resized_similarity,peak-signal-to-noise-ratio_psnr,peak-signal-to-noise-ratio_nsr,learned-perceptual-image-patch-similarity_lpips,learned-perceptual-image-patch-similarity_resized_similarity
AdolescenceLS_2025_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/AdolescenceLS_2025_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/AdolescenceLS_2025_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.804, Avg distance: 40.71)",1321,3003,1062,0.8039364118092355,40.70584170753224,0.996880054473877,0.25,41.300991190749684,0.024212493966100583,0.013590456917881966,0.25
Aladdin_1993_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/Aladdin_1993_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/Aladdin_1993_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.781, Avg distance: 38.09)",1568,3057,1225,0.78125,38.08955385733624,0.9968038201332092,0.0,41.71036412514567,0.023974856632746015,0.009878754615783691,0.0
BirdBox_2018_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/BirdBox_2018_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/BirdBox_2018_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.725, Avg distance: 47.79)",5742,36565,4164,0.7251828631138976,47.78944532746426,0.9955930113792419,0.0,34.39746821909334,0.029071907084281284,0.0308522991836071,0.0
BridgertonS1_2020_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/BridgertonS1_2020_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/BridgertonS1_2020_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.745, Avg distance: 44.15)",3210,13096,2390,0.7445482866043613,44.14667188103728,0.996479332447052,0.0,38.92419966791489,0.025690958543311996,0.013548100367188454,0.0
CarryOn_2024_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/CarryOn_2024_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/CarryOn_2024_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.730, Avg distance: 41.70)",2909,14287,2123,0.7298040563767618,41.69559212287978,0.9926700592041016,0.5,33.89556036683786,0.02950238878417724,0.03877594321966171,0.5
DahmerMonster_2022_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/DahmerMonster_2022_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/DahmerMonster_2022_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.736, Avg distance: 40.83)",993,3629,731,0.7361530715005036,40.82726878751319,0.9963037371635437,0.0,40.876936669488835,0.024463672708293114,0.02040562964975834,0.0
DontLookUp_2021_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/DontLookUp_2021_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/DontLookUp_2021_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.733, Avg distance: 41.05)",929,6858,681,0.7330462863293864,41.05410883640228,0.9955671429634094,0.0,37.37171201523203,0.026758206838167282,0.026005888357758522,0.0
FindingNemo_2003_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/FindingNemo_2003_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/FindingNemo_2003_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.746, Avg distance: 47.82)",7014,36465,5229,0.7455089820359282,47.82346811041957,0.9957542419433594,0.0,36.05498050044576,0.027735419243608707,0.02038375474512577,0.0
Frozen_2014_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/Frozen_2014_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/Frozen_2014_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.775, Avg distance: 44.15)",4088,13463,3170,0.775440313111546,44.1516197825832,0.9962158203125,0.5,37.19185840127177,0.026887605056213192,0.01767161674797535,0.5
InsideOut2_2024_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/InsideOut2_2024_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/InsideOut2_2024_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.728, Avg distance: 48.09)",614,1724,447,0.7280130293159609,48.085052262483295,0.9973094463348389,0.0,41.99305224686209,0.023813463096737018,0.009343510493636131,0.0
LupinP1_2021_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/LupinP1_2021_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/LupinP1_2021_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.746, Avg distance: 40.26)",4985,16814,3721,0.7464393179538615,40.263037247703906,0.996722400188446,0.0,36.857168231817326,0.027131764266597667,0.01806938275694847,0.0
MoneyHeistP4_2020_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/MoneyHeistP4_2020_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/MoneyHeistP4_2020_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.715, Avg distance: 39.25)",1988,9867,1421,0.7147887323943662,39.254893271961656,0.9961373209953308,0.0,36.81875703437954,0.027160069501158048,0.023307010531425476,0.0
MoneyHeistP5_2021_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/MoneyHeistP5_2021_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/MoneyHeistP5_2021_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.739, Avg distance: 38.41)",1070,8190,791,0.7392523364485981,38.40573132279248,0.9961960911750793,0.25,37.33821383337932,0.026782213109134534,0.02218738943338394,0.25
NeZha2_2025_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/NeZha2_2025_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/NeZha2_2025_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.741, Avg distance: 35.87)",1096,3086,812,0.7408759124087592,35.87263467761096,0.9964171051979065,0.25,40.168864567349644,0.024894903323028638,0.013732914812862873,0.25
RedNotice_2021_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/RedNotice_2021_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/RedNotice_2021_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.712, Avg distance: 43.34)",1862,11750,1325,0.7116004296455424,43.3404144261918,0.9954625964164734,0.25,37.18906565600942,0.02688962420432332,0.018094247207045555,0.25
Shrek2_2004_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/Shrek2_2004_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/Shrek2_2004_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.780, Avg distance: 41.10)",4824,16759,3762,0.7798507462686567,41.104759032678125,0.9969721436500549,0.5,38.06250434650398,0.02627257499654905,0.015180334448814392,0.5
SnowWhite_1938_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/SnowWhite_1938_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/SnowWhite_1938_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.776, Avg distance: 40.36)",3720,9314,2885,0.7755376344086021,40.35747018781857,0.996453583240509,0.25,40.84623287247225,0.024482061861668916,0.012937106192111969,0.25
SquidGameS1_2021_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/SquidGameS1_2021_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/SquidGameS1_2021_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.711, Avg distance: 39.10)",1048,6221,745,0.7108778625954199,39.10049972806201,0.9947579503059387,0.25,34.60296594071931,0.028899256835762804,0.03355361893773079,0.25
SquidGameS2_2024_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/SquidGameS2_2024_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/SquidGameS2_2024_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.772, Avg distance: 36.93)",2203,10588,1701,0.7721289151157512,36.9335750339313,0.9963200688362122,0.25,34.6924069008634,0.028824751273602543,0.02663435786962509,0.25
StrangerThingsS4_2022_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/StrangerThingsS4_2022_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/StrangerThingsS4_2022_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.746, Avg distance: 45.62)",1182,5329,882,0.7461928934010152,45.619821834185764,0.9961825013160706,0.0,40.432123272655105,0.024732809436112797,0.021549170836806297,0.0
TheAdamProject_2022_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/TheAdamProject_2022_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/TheAdamProject_2022_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.745, Avg distance: 45.76)",6996,40275,5211,0.7448542024013722,45.764726733891436,0.9959231019020081,0.25,34.754083067725745,0.028773597566976134,0.024276873096823692,0.25
TheLionKing_1994_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/TheLionKing_1994_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/TheLionKing_1994_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.765, Avg distance: 43.04)",2606,7768,1993,0.7647735993860323,43.040967821596375,0.9957310557365417,0.25,39.67547693583857,0.02520448592507548,0.011122599244117737,0.25
TheLionKing_2019_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/TheLionKing_2019_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/TheLionKing_2019_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.737, Avg distance: 45.45)",5993,54991,4415,0.7366928082763223,45.45291277897857,0.9945027232170105,0.25,31.56247977594549,0.03168318861821889,0.023510510101914406,0.25
ToyStory3_2010_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/ToyStory3_2010_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/ToyStory3_2010_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.798, Avg distance: 37.63)",1457,2366,1162,0.7975291695264242,37.62948677902993,0.996945858001709,0.0,43.93113989877797,0.022762896712994623,0.009224200621247292,0.0
WednesdayS1_2022_Imagen3_SR_1024x1024_01,GenAI,/Users/t834527/Repos/visionary-validation/data/SR/WednesdayS1_2022_Imagen3_SR_1024x1024_01.jpg,/Users/t834527/Repos/visionary-validation/data/SR_2x/WednesdayS1_2022_Imagen3_SR_2x_01.jpg,2x,"Very similar or identical (possibly the same image with different resolution) - High-quality matches (Match ratio: 0.738, Avg distance: 47.08)",3060,14450,2258,0.7379084967320262,47.081641107560046,0.9962756037712097,0.0,38.37911360833918,0.026055838866031435,0.019418073818087578,0.0
